Adhyay,Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
24,33,सौ॒री ब॒लाका॑ शा॒र्गः सृ॑ज॒यः श॒याण्ड॑क॒स्ते मै॒त्राः सर॑स्वत्यै॒ शारिः॑ पुरुष॒वाक्श्वा॒विद् द्भौ॒मी शा॑र्दू॒लो वृकः॒ पृदा॑कु॒स्ते म॒न्यवे॒ सर॑स्वते॒ शुकः॑ पुरुष॒वाक्॥३३ ॥,भुरिगतिगती,मित्रादयो देवताः,प्रजापतिर्ऋषिः,सौ॒री। ब॒लाका॑। शा॒र्गः। सृ॒ज॒यः। श॒याण्ड॑क॒ इति॑ शय॒ऽआण्ड॑कः। ते। मै॒त्राः। सर॑स्वत्यै। शारिः॑। पु॒रु॒ष॒वागिति॑ पुरुष॒ऽवाक्। श्वा॒वित्। श्व॒विदिति॑ श्व॒ऽवित्। भौ॒मी। शा॒र्दू॒लः। वृकः॑। पृदा॑कुः। ते। म॒न्यवे॑। सर॑स्वते। शुकः॑। पु॒रु॒ष॒वागिति॑ पुरुष॒ऽवाक्॥३३ ॥,https://www.xn--j2b3a4c.com/yajurveda/24/33,2025-12-05T04:57:09.361510
24,35,पु॒रु॒ष॒मृ॒गश्च॒न्द्रम॑सो गो॒धा काल॑का दार्वाघा॒टस्ते वन॒स्पती॑नां कृक॒वाकुः॑ सावि॒त्रो ह॒ꣳसो वात॑स्य ना॒क्रो मक॑रः कुली॒पय॒स्तेऽकू॑पारस्य ह्रि॒यै शल्य॑कः ॥३५ ॥,निचृच्छक्वरी,चन्द्रादयो देवताः,प्रजापतिर्ऋषिः,पु॒रु॒ष॒मृ॒गऽइति॑ पुरुषऽमृ॒गः। च॒न्द्रम॑सः। गो॒धा। काल॑का। दा॒र्वा॒घा॒टः। दा॒र्वा॒घा॒त इति॑ दारुऽआघा॒तः। ते। वन॒स्पती॑नाम्। कृ॒क॒वाकु॒रिति॑ कृक॒ऽवाकुः॑। सा॒वि॒त्रः। ह॒ꣳसः। वात॑स्य। ना॒क्रः। मक॑रः। कु॒ली॒पयः॑। ते। अकू॑पारस्य। ह्रि॒यै। शल्य॑कः ॥३५ ॥,https://www.xn--j2b3a4c.com/yajurveda/24/35,2025-12-05T04:57:11.948966
24,37,अ॒न्य॒वा॒पो᳖ऽर्द्धमा॒साना॒मृश्यो॑ म॒यूरः॑ सुप॒र्णस्ते ग॑न्ध॒र्वाणा॑म॒पामु॒द्रो मा॒सान् क॒श्यपो॑ रो॒हित्कु॑ण्डृ॒णाची॑ गो॒लत्ति॑का॒ ते᳖ऽप्स॒रसां॑ मृ॒त्यवे॑ऽसि॒तः ॥३७ ॥,भुरिग्जगती,अर्द्धमासादयो देवताः,प्रजापतिर्ऋषिः,अ॒न्य॒वा॒प इत्य॑न्यऽवा॒पः। अ॒र्द्ध॒मा॒साना॒मित्य॑र्द्धऽमा॒साना॑म्। ऋश्यः॑। म॒यूरः॑। सु॒प॒र्ण इति॑ सुऽप॒र्णः। ते। ग॒न्ध॒र्वाणा॑म्। अ॒पाम्। उ॒द्रः। मा॒सान्। क॒श्यपः॑। रो॒हित्। कु॒ण्डृ॒णाची॑। गो॒लत्ति॑का। ते। अ॒प्स॒रसा॑म्। मृ॒त्यवे॑। अ॒सि॒तः ॥३७ ॥,https://www.xn--j2b3a4c.com/yajurveda/24/37,2025-12-05T04:57:14.646738
25,22,श॒तमिन्नु श॒रदो॒ऽअन्ति॑ देवा॒ यत्रा॑ नश्च॒क्रा ज॒रसं॑ त॒नूना॑म्। पु॒त्रासो॒ यत्र॑ पि॒तरो॒ भव॑न्ति॒ मा नो॑ म॒ध्या री॑रिष॒तायु॒र्गन्तोः॑ ॥२२ ॥,त्रिष्टुप्,विद्वांसो देवता,गोतम ऋषिः,श॒तम्। इत्। नु। श॒रदः॑। अन्ति॑। दे॒वाः॒। यत्र॑। नः॒। च॒क्र। ज॒रस॑म्। त॒नूना॑म्। पु॒त्रासः॑। यत्र॑। पि॒तरः॑। भव॑न्ति। मा। नः॒। म॒ध्या। री॒रि॒ष॒त॒। रि॒रि॒ष॒तेति॑ रिरिषत। आयुः॑। गन्तोः॑ ॥२२ ॥,https://www.xn--j2b3a4c.com/yajurveda/25/22,2025-12-05T04:57:18.184432
25,46,इ॒मा नु कं॒ भुव॑ना सीषधा॒मेन्द्र॑श्च॒ विश्वे॑ च दे॒वाः। आ॒दि॒त्यैरिन्द्रः॒ सग॑णो म॒रुद्भि॑र॒स्मभ्यं॑ भेष॒जा क॑रत्। य॒ज्ञं च॑ नस्त॒न्वं᳖ च प्र॒जां चा॑दि॒त्यैरिन्द्रः॑ स॒ह सी॑षधाति ॥४६ ॥,भुरिक्शक्वरी,विश्वेदेवा देवताः,गोतम ऋषिः,इ॒मा। नु। क॒म्। भुव॑ना। सी॒ष॒धा॒म॒। सी॒स॒धा॒मेति॑ सीसधाम। इन्द्रः॑। च॒। विश्वे॑। च॒। दे॒वाः। आ॒दि॒त्यैः। इन्द्रः॑। सग॑ण॒ इति॒ सऽग॑णः। म॒रुद्भि॒रिति॑ म॒रुत्ऽभिः॑। अ॒स्मभ्य॑म्। भे॒ष॒जा। क॒र॒त्। य॒ज्ञम्। च॒। नः॒। त॒न्व᳖म्। च॒। प्र॒जामिति॑ प्र॒ऽजाम्। च॒। आ॒दि॒त्यैः। इन्द्रः॑। स॒ह। सी॒ष॒धा॒ति॒। सि॒स॒धा॒तीति॑ सिसधाति ॥४६ ॥,https://www.xn--j2b3a4c.com/yajurveda/25/46,2025-12-05T04:57:20.346698
25,47,अग्ने॒ त्वं नो॒ऽ अन्त॑मऽउ॒त त्रा॒ता शि॒वो भ॑वा वरू॒थ्यः᳖। वसु॑र॒ग्निर्वसु॑श्रवा॒ऽअच्छा॑ नक्षि द्यु॒मत्त॑मꣳ र॒यिं दाः॑ ॥४७ ॥ तं त्वा॑ शोचिष्ठ दीदिवः सु॒म्नाय॑ नू॒नमी॑महे॒ सखि॑भ्यः। स नो॑ बोधि श्रु॒धी हव॑मुरु॒ष्या णो॑ अघाय॒तः सम॑स्मात्॥४८ ॥,"शक्वरी, भुरिग्बृहती","अग्निर्देवता, विद्वान् देवता",गोतम ऋषिः,अग्ने॑। त्वम्। नः॒। अन्त॑मः। उ॒त। त्रा॒ता। शि॒वः। भ॒व॒। व॒रु॒थ्यः᳖। वसुः॑। अ॒ग्निः। वसु॑श्रवा॒ इति॒ वसु॑ऽश्रवाः। अच्छ॑। न॒क्षि॒। द्यु॒मत्त॑म॒मिति॑ द्यु॒मत्ऽत॑मम्। र॒यिम्। दाः॒ ॥४७ ॥ तम्। त्वा॒। शो॒चि॒ष्ठ॒। दी॒दि॒व॒ इति॑ दीदिऽवः। सु॒म्नाय॑। नू॒नम्। ई॒म॒हे॒। सखि॑भ्य इति॒ सखिऽभ्यः। सः। नः॒। बो॒धि॒। श्रु॒धी। हव॑म्। उ॒रु॒ष्य। नः॒। अ॒घा॒य॒तः। अ॒घ॒य॒त इत्य॑घऽय॒तः। सम॑स्मात्॥४८ ॥,https://www.xn--j2b3a4c.com/yajurveda/25/47,2025-12-05T04:57:22.333986
26,12,यद्वाहि॑ष्ठं॒ तद॒ग्नये॑ बृ॒हद॑र्च विभावसो। महि॑षीव॒ त्वद्र॒यिस्त्वद्वाजा॒ऽउदी॑रते ॥१२ ॥,विराड्गायत्री,अग्निर्देवता,नोधा गोतम ऋषिः,यत्। वाहि॑ष्ठम्। तत्। अ॒ग्नये॑। बृ॒हत्। अ॒र्च॒। वि॒भा॒व॒सो॒ इति॑ विभऽवसो। महि॑षी॒वेति॒ महि॑षीऽइव। त्वत्। र॒यिः त्वत्। वाजाः॑। उत्। ई॒र॒ते॒ ॥१२ ॥,https://www.xn--j2b3a4c.com/yajurveda/26/12,2025-12-05T04:57:24.582893
26,14,ऋ॒तव॑स्ते य॒ज्ञं वित॑न्वन्तु॒ मासा॑ र॒क्षन्तु॑ ते॒ हविः॑। सं॒व॒त्स॒रस्ते॑ य॒ज्ञं द॑धातु नः प्र॒जां च॒ परि॑ पातु नः ॥१४ ॥,भुरिग्बृहती,सवंत्सरो देवता,भारद्वाज ऋषिः,ऋ॒तवः॑। ते॒। य॒ज्ञम्। वि। त॒न्व॒न्तु॒। मासाः॑। र॒क्षन्तु॑। ते॒। हविः॑। सं॒व॒त्स॒रः। ते॒। य॒ज्ञम्। द॒धा॒तु। नः॒। प्र॒जामिति॑ प्र॒ऽजाम्। च॒। परि॑। पा॒तु॒। नः॒ ॥१४ ॥,https://www.xn--j2b3a4c.com/yajurveda/26/14,2025-12-05T04:57:26.725386
26,26,र॒क्षो॒हा वि॒श्वच॑र्षणिर॒भि योनि॒मयो॑हते। द्रोणे॑ स॒धस्थ॒मास॑दत् ॥२६ ॥,गायत्री,अग्निर्देवता,मधुच्छन्दा ऋषिः,र॒क्षो॒हेति॑ रक्षः॒ऽहा। वि॒श्वच॑र्षणि॒रिति॑ वि॒श्वऽच॑र्षणिः। अ॒भि। योनि॑म्। अयः॑ऽहते। द्रोणे॑। स॒धस्थ॒मिति॑ स॒धऽस्थ॑म्। आ। अ॒स॒द॒त् ॥२६ ॥,https://www.xn--j2b3a4c.com/yajurveda/26/26,2025-12-05T04:57:28.630858
27,18,दैव्या॑ होताराऽ उ॒र्ध्वम॑ध्व॒रं नो॒ऽग्नेर्जिह्वाम॒भि गृ॑णीतम्। कृ॒णु॒तं नः॒ स्वि᳖ष्टिम् ॥१८ ॥,भुरिग्गायत्री,अग्निर्देवता,अग्निर्ऋषिः,दैव्या॑। हो॒ता॒रा॒। ऊ॒र्ध्वम्। अ॒ध्व॒रम्। नः॒। अ॒ग्नेः। जि॒ह्वाम्। अ॒भि। गृ॒णी॒त॒म् कृ॒णु॒तम्। नः॒ स्वि᳖ष्टि॒मिति॒ सुऽइ॑ष्टिम् ॥१८ ॥,https://www.xn--j2b3a4c.com/yajurveda/27/18,2025-12-05T04:57:31.771746
27,21,वन॑स्प॒तेऽव॑ सृजा॒ ररा॑ण॒स्त्मना॑ दे॒वेषु॑। अ॒ग्निर्ह॒व्यꣳ श॑मि॒ता सू॑दयाति ॥२१ ॥,विराडुष्णिक्,विद्वांसो देवता,प्रजापतिर्ऋषिः,वन॑स्पते। अव॑। सृ॒ज॒। ररा॑णः। त्मना॑। दे॒वेषु॑। अ॒ग्निः। ह॒व्यम्। श॒मि॒ता। सू॒द॒या॒ति॒ ॥२१ ॥,https://www.xn--j2b3a4c.com/yajurveda/27/21,2025-12-05T04:57:34.080226
27,36,न त्वावाँ॑ २ ॥ऽ अ॒न्यो दि॒व्यो न पार्थि॑वो॒ न जा॒तो न ज॑निष्यते। अ॒श्वा॒यन्तो॑ मघवन्निन्द्र वा॒जिनो॑ ग॒व्यन्त॑स्त्वा हवामहे ॥३६ ॥,निचृत्पङ्क्तिः,परमेश्वरो देवता,शंयुर्बार्हस्पत्य ऋषिः,न। त्वावा॒निति॒ त्वाऽवा॑न्। अ॒न्यः। दि॒व्यः। न। पार्थि॑वः। न। जा॒तः। न। ज॒नि॒ष्य॒ते॒। अ॒श्वा॒यन्तः॑। अ॒श्व॒यन्त॒ इत्य॑श्व॒ऽयन्तः॑। म॒घ॒व॒न्निति॑ मघऽवन्। इ॒न्द्र॒। वा॒जिनः॑। ग॒व्यन्तः॑। त्वा॒। ह॒वा॒म॒हे॒ ॥३६ ॥,https://www.xn--j2b3a4c.com/yajurveda/27/36,2025-12-05T04:57:37.271252
27,43,पा॒हि नो॑ऽ अग्न॒ऽ एक॑या पा॒ह्यु᳕त द्वि॒तीय॑या। पा॒हि गी॒र्भि॑स्ति॒सृभि॑रूर्जां पते पा॒हि च॑त॒सृभि॑र्वसो ॥४३ ॥,स्वराडनुष्टुप्,अग्निर्देवता,भार्गव ऋषिः,पा॒हि। नः॒। अ॒ग्ने॒। एक॑या। पा॒हि। उ॒त। द्वि॒तीय॑या। पा॒हि। गी॒र्भिरिति॑ गीः॒ऽभिः। ति॒सृभि॒रिति॑ ति॒सृऽभिः॑। ऊ॒र्जा॒म्। प॒ते॒। पा॒हि। च॒त॒सृभि॒रिति॑ चत॒सृऽभिः॑। व॒सो॒ इति॑ वसो ॥४३ ॥,https://www.xn--j2b3a4c.com/yajurveda/27/43,2025-12-05T04:57:40.396666
28,15,दे॒वी जोष्ट्री॒ वसु॑धिती दे॒वमिन्द्र॑मवर्धताम्। अया॑व्य॒न्याघा द्वेषा॒स्यान्या व॑क्ष॒द्वसु॒ वार्या॑णि॒ यज॑मानाय शिक्षि॒ते व॑सु॒वने॑ व॑सु॒धेय॑स्य वीतां॒ यज॑ ॥१५ ॥,भुरिगतिजगती,इन्द्रो देवता,अश्विनावृषी,दे॒वी इति॑ दे॒वी। जोष्ट्री॒ इति॒ जोष्ट्री॑। वसु॑धिती॒ इति॒ वसु॑ऽधिती। दे॒वम्। इन्द्र॑म्। अ॒व॒र्ध॒ता॒म्। अया॑वि। अ॒न्या। अ॒घा। द्वेषा॑सि। आ। अ॒न्या। व॒क्ष॒त्। वसु॑। वार्या॑णि। यज॑मानाय। शि॒क्षि॒त इति॑ शिक्षि॒ते। व॒सु॒वन॒ इति॑ वसु॒ऽवने॑। व॒सु॒धेय॒स्येति॑ वसु॒ऽधेय॑स्य। वी॒ता॒म्। यज॑ ॥१५ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/15,2025-12-05T04:57:42.660137
28,21,दे॒वं ब॒र्हिर्वारि॑तीनां दे॒वमिन्द्र॑मवर्धयत्। स्वा॒स॒स्थमिन्द्रे॒णास॑न्नम॒न्या ब॒र्हीष्य॒भ्य᳖भूद् वसु॒वने॑ वसु॒धेय॑स्य वेतु॒ यज॑ ॥२१ ॥,त्रिष्टुप्,इन्द्रो देवता,अश्विनावृषी,दे॒वम्। ब॒र्हिः। वारि॑तीनाम्। दे॒वम्। इन्द्र॑म्। अ॒व॒र्द्ध॒य॒त्। स्वा॒स॒स्थमिति॑ सुऽआस॒स्थम्। इन्द्रे॑ण। आस॑न्न॒मित्याऽस॑न्नम्। अ॒न्या। ब॒र्हीषि॑। अ॒भि। अ॒भूत्। व॒सु॒वन॒ इति॑ वसु॒ऽवने॑। व॒सु॒धेय॒स्येति॑ वसु॒ऽधेय॑स्य। वे॒तु॒। यज॑ ॥२१ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/21,2025-12-05T04:57:45.268701
28,24,होता॑ यक्षत्समिधा॒नं म॒हद्यशः॒ सुस॑मिद्धं॒ वरे॑ण्यम॒ग्निमिन्द्रं॑ वयो॒धस॑म्। गा॒य॒त्रीं छन्द॑ऽइन्द्रि॒यं त्र्यविं॒ गां वयो॒ दध॒द् वेत्वाज्य॑स्य होत॒र्यज॑ ॥२४ ॥,स्वराड्जगती,अग्निर्देवता,सरस्वती ऋषिः,होता॑। य॒क्ष॒त्। स॒मि॒धा॒नमिति॑ सम्ऽइधा॒नम्। म॒हत्। यशः॑। सुस॑मिद्ध॒मिति॒ सुऽस॑मिद्धम्। वरे॑ण्यम्। अ॒ग्निम्। इन्द्र॑म्। व॒यो॒धस॒मिति॑ वयः॒ऽधस॑म्। गा॒य॒त्रीम्। छन्दः॑। इ॒न्द्रि॒यम्। त्र्यवि॒मिति॑ त्रि॒ऽअवि॑म्। गाम्। वयः॑। दध॑त्। वेतु॑। आज्य॑स्य। होतः॑। यज॑ ॥२४ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/24,2025-12-05T04:57:48.220858
28,28,होता॑ यक्ष॒द् व्यच॑स्वतीः सुप्राय॒णाऽऋ॑ता॒वृधो॒ द्वारो॑ दे॒वीर्हि॑र॒ण्ययी॑र्ब्र॒ह्माण॒मिन्द्रं॑ वयो॒धस॑म्। प॒ङ्क्तिं छन्द॑ऽइ॒हेन्द्रि॒यं तु॑र्य॒वाहं॒ गां वयो॒ दध॒द् व्य॒न्त्वाज्य॑स्य॒ होत॒र्यज॑ ॥२८ ॥,स्वराट्शक्वरी,इन्द्रो देवता,सरस्वत्यृषिः,होता॑। य॒क्ष॒त्। व्यच॑स्वतीः। सु॒प्रा॒य॒णाः। सु॒प्रा॒य॒ना इति॑ सुऽप्राय॒नाः। ऋ॒ता॒वृधः॑। ऋ॒त॒वृध॒ इति॑ ऋत॒ऽवृधः॑। द्वारः॑। दे॒वीः। हि॒र॒ण्ययी॑। ब्र॒ह्माण॑म्। इन्द्र॑म्। व॒यो॒धस॒मिति॑ वयः॒ऽधस॑म्। प॒ङ्क्तिम्। छन्दः॑। इ॒ह। इ॒न्द्रि॒यम्। तु॒र्य॒वाह॒मिति॑ तुर्य॒ऽवाह॑म्। गाम्। वयः॑। दध॑त्। व्यन्तु॑। आज्य॑स्य। होतः॑। यज॑ ॥२८ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/28,2025-12-05T04:57:50.277408
28,32,होता॑ यक्षत् सु॒रेत॑सं॒ त्वष्टा॑रं पुष्टि॒वर्द्ध॑नꣳ रू॒पाणि॒ बिभ्र॑तं॒ पृथ॒क् पुष्टि॒मिन्द्रं॑ वयो॒धस॑म्। द्वि॒पदं॒ छन्द॑ऽइन्द्रि॒यमु॒क्षाणं॒ गां न वयो॒ दध॒द् वेत्वाज्य॑स्य॒ होत॒र्यज॑ ॥३२ ॥,भुरिक्शक्वरी,इन्द्रो देवता,सरस्वत्यृषिः,होता॑। य॒क्ष॒त्। सु॒रेत॑स॒मिति॑ सु॒ऽरेत॑सम्। त्वष्टा॑रम्। पु॒ष्टि॒वर्ध॑न॒मिति॑ पुष्टि॒ऽवर्ध॑नम्। रू॒पाणि॑। बिभ्र॑तम्। पृथ॑क्। पुष्टि॑म्। इन्द्र॑म्। व॒यो॒धस॒मिति॑ वयः॒ऽधस॑म्। द्वि॒पद॒मिति॑ द्वि॒ऽपद॑म्। छन्दः॑। इ॒न्द्रि॒यम्। उ॒क्षाण॑म्। गाम्। न। वयः॑। दध॑त्। वेतु॑। आज्य॑स्य। होतः॑। यज॑ ॥३२ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/32,2025-12-05T04:57:54.838235
28,41,दे॒वीस्ति॒स्रस्ति॒स्रो दे॒वीर्व॑यो॒धसं॒ पति॒मिन्द्र॑मवर्धयन्। जग॑त्या॒ छन्द॑सेन्द्रि॒यꣳ शूष॒मिन्द्रे॒ वयो॒ द॒ध॑द् वसु॒वने॑ वसु॒धेय॑स्य व्यन्तु॒ यज॑ ॥४१ ॥,भुरिग्जगती,इन्द्रो देवता,सरस्वत्यृषिः,दे॒वीः। ति॒स्रः। ति॒स्रः। दे॒वीः। व॒यो॒धस॒मिति॑ वयः॒ऽधस॑म्। पति॑म्। इन्द्र॑म्। अ॒व॒र्ध॒य॒न्। जग॑त्या। छन्द॑सा। इ॒न्द्रि॒यम्। शूष॑म्। इन्द्रे॑। वयः॑। दध॑त्। व॒सु॒वन॒ इति॑ वसु॒ऽवने॑। व॒सु॒धेय॒स्येति॑ वसु॒ऽधेय॑स्य। व्य॒न्तु॒। यज॑ ॥४१ ॥,https://www.xn--j2b3a4c.com/yajurveda/28/41,2025-12-05T04:57:58.040741
29,4,स्ती॒र्णं ब॒र्हिः सु॒ष्टरी॑मा जुषा॒णोरु पृ॒थु प्रथ॑मानं पृथि॒व्याम्। दे॒वेभि॑र्यु॒क्तमदि॑तिः स॒जोषाः॑ स्यो॒नं कृ॑ण्वा॒ना सु॑वि॒ते द॑धातु ॥४ ॥,त्रिष्टुप्,अग्निर्देवता,बृहदुक्थो वामदेव्य ऋषिः,स्ती॒र्णम्। ब॒र्हिः। सु॒ष्टरी॑म। सु॒स्तरी॒मेति॑ सु॒ऽस्तरी॑म। जु॒षा॒णा। उ॒रु। पृ॒थु। प्रथ॑मानम्। पृ॒थि॒व्याम्। दे॒वेभिः॑। यु॒क्तम्। अदि॑तिः। स॒जोषा॑ इति॑ स॒ऽजोषाः॑। स्यो॒नम्। कृ॒ण्वा॒ना। सु॒वि॒ते। द॒धा॒तु॒ ॥४ ॥,https://www.xn--j2b3a4c.com/yajurveda/29/4,2025-12-05T04:58:01.165439
29,16,इ॒मा ते॑ वाजिन्नव॒मार्ज॑नानी॒मा श॒फाना॑ सनि॒तुर्नि॒धाना॑। अत्रा॑ ते भ॒द्रा र॑श॒नाऽअ॑पश्यमृ॒तस्य॒ याऽअ॑भि॒रक्ष॑न्ति गो॒पाः ॥१६ ॥,निचृत्त्रिष्टुप्,अग्निर्देवता,भार्गवो जमदग्निर्ऋषिः,इ॒मा। ते॒ वा॒जि॒न्। अ॒व॒मार्ज॑ना॒नीत्य॑व॒ऽमार्ज॑नानि। इ॒मा। श॒फाना॑म्। स॒नि॒तुः। नि॒धानेति॑ नि॒ऽधाना॑। अत्र॑। ते॒। भ॒द्राः। र॒श॒नाः। अ॒प॒श्य॒म्। ऋ॒तस्य॑। याः। अ॒भि॒रक्ष॒न्तीत्य॑भि॒ऽरक्ष॑न्ति। गो॒पाः ॥१६ ॥,https://www.xn--j2b3a4c.com/yajurveda/29/16,2025-12-05T04:58:04.138984
29,25,समि॑द्धोऽअ॒द्य मनु॑षो दुरो॒णे दे॒वो दे॒वान् य॑जसि जातवेदः। आ च॒ वह॑ मित्रमहश्चिकि॒त्वान् त्वं दू॒तः क॒विर॑सि॒ प्रचे॑ताः ॥२५ ॥,निचृत्त्रिष्टुप्,विद्वान् देवता,भार्गवो जमदग्निर्ऋषिः,समि॑द्ध इति॒ समऽइ॑द्धः। अ॒द्य। मनु॑षः। दु॒रो॒णे। दे॒वः। दे॒वान्। य॒ज॒सि॒। जा॒त॒वे॒द॒ इति॑ जातऽवेदः। आ। च॒। वह॑। मि॒त्र॒म॒ह॒ इति॑ मित्रऽमहः। चि॒कि॒त्वान्। त्वम्। दू॒तः। क॒विः। अ॒सि॒। प्रचे॑ता॒ इति॒ प्रऽचे॑ताः ॥२५ ॥,https://www.xn--j2b3a4c.com/yajurveda/29/25,2025-12-05T04:58:06.188024
29,27,नरा॒शꣳस॑स्य महि॒मान॑मेषा॒मुप॑ स्तोषाम यज॒तस्य॑ य॒ज्ञैः। ये सु॒क्रत॑वः॒ शुच॑यो धिय॒न्धाः स्वद॑न्ति दे॒वाऽउ॒भया॑नि ह॒व्या ॥२७ ॥,त्रिष्टुप्,विद्वान् देवता,भार्गवो जमदग्निर्ऋषिः,नरा॒शꣳस॑स्य। म॒हि॒मान॑म्। ए॒षा॒म्। उप॑। स्तो॒षा॒म॒। य॒ज॒तस्य॑। य॒ज्ञैः। ये। सु॒क्रत॑व॒ इति॑ सु॒ऽक्रत॑वः। शुच॑यः। धि॒य॒न्धा इति॑ धिय॒म्ऽधाः। स्वद॑न्ति। दे॒वाः। उ॒भया॑नि। ह॒व्या ॥२७ ॥,https://www.xn--j2b3a4c.com/yajurveda/29/27,2025-12-05T04:58:09.099965
29,55,उप॑ श्वासय पृथि॒वीमु॒त द्यां पु॑रु॒त्रा ते॑ मनुतां॒ विष्ठि॑तं॒ जग॑त्। स दु॑न्दुभे स॒जूरिन्द्रे॑ण दे॒वैर्दू॒राद् दवी॑यो॒ऽअप॑ सेध॒ शत्रू॑न् ॥५५ ॥,भुरिक्त्रिष्टुप्,वीरा देवताः,भारद्वाज ऋषिः,उप॑। श्वा॒स॒य॒। पृ॒थि॒वीम्। उ॒त। द्याम्। पुरु॒त्रेति॑ पुरु॒ऽत्रा। ते॒। म॒नु॒ता॒म्। विष्ठि॑तम्। विस्थि॑त॒मिति॒ विऽस्थि॑तम्। जग॑त्। सः। दु॒न्दु॒भे॒। स॒जूरिति॑ स॒जूः। इन्द्रे॑ण। दे॒वैः। दू॒रात्। दवीयः॑। अप॑। से॒ध॒। शत्रू॑न् ॥५५ ॥,https://www.xn--j2b3a4c.com/yajurveda/29/55,2025-12-05T04:58:12.566694
31,7,तस्मा॑द्य॒ज्ञात् स॑र्व॒हुत॒ऽऋचः॒ सामा॑नि जज्ञिरे। छन्दा॑सि जज्ञिरे॒ तस्मा॒द्यजु॒स्तस्मा॑दजायत ॥७ ॥,अनुष्टुप्,स्त्रष्टेश्वरो देवता,नारायण ऋषिः,तस्मा॑त्। य॒ज्ञात्। स॒र्व॒हुत॒ इति॑ सर्व॒ऽहुतः॑। ऋचः॑। सामा॑नि। ज॒ज्ञि॒रे॒ ॥ छन्दा॑सि। ज॒ज्ञि॒रे॒। तस्मा॑त्। यजुः॑। तस्मा॑त्। अ॒जा॒य॒त॒ ॥७ ॥,https://www.xn--j2b3a4c.com/yajurveda/31/7,2025-12-05T04:58:15.336668
31,10,यत्पुरु॑षं॒ व्यद॑धुः कति॒धा व्य॑कल्पयन्। मुखं॒ किम॑स्यासी॒त् किं बा॒हू किमू॒रू पादा॑ऽउच्येते ॥१० ॥,निचृदनुष्टुप्,पुरुषो देवता,नारायण ऋषिः,यत्। पुरु॑षम्। वि। अद॑धुः। क॒ति॒धा। वि। अ॒क॒ल्प॒य॒न् ॥ मुख॑म्। किम्। अ॒स्य॒। आ॒सी॒त्। किम्। बा॒हूऽइति॑ बा॒हू। किम्। ऊ॒रूऽइत्यू॒रू। पादौ॑। उ॒च्ये॒ते॒ऽइत्यु॑च्येते ॥१० ॥,https://www.xn--j2b3a4c.com/yajurveda/31/10,2025-12-05T04:58:18.447863
31,17,अ॒द्भ्यः सम्भृ॑तः पृथि॒व्यै रसा॑च्च वि॒श्वक॑र्मणः॒ सम॑वर्त्त॒ताग्रे॑। तस्य॒ त्वष्टा॑ वि॒दध॑द् रू॒पमे॑ति॒ तन्मर्त्य॑स्य देव॒त्वमा॒जान॒मग्रे॑ ॥१७ ॥,भुरिक्त्रिष्टुप्,आदित्यो देवता,उत्तरनारायण ऋषिः,अ॒द्भ्य इत्य॒त्ऽभ्यः। सम्भृ॑त॒ इति॑ सम्ऽभृ॑तः। पृ॒थि॒व्यै। रसा॑त्। च॒। वि॒श्वक॑र्मण॒ इति॑ वि॒श्वऽक॑र्मणः। सम्। अ॒व॒र्त्त॒त॒। अग्रे॑ ॥ तस्य॑। त्वष्टा॑। विदध॑दिति॑ वि॒ऽदध॑त्। रू॒पम्। ए॒ति॒। तत्। मर्त्य॑स्य। दे॒व॒त्वमिति॑ देव॒ऽत्वम्। आ॒जान॒मित्या॒ऽजान॑म्। अग्रे॑ ॥१७ ॥,https://www.xn--j2b3a4c.com/yajurveda/31/17,2025-12-05T04:58:21.169990
33,3,यजा॑ नो मि॒त्रावरु॑णा॒ यजा॑ दे॒वाँ२ऽऋ॒तं बृ॒हत्। अग्ने॒ यक्षि॒ स्वं दम॑म् ॥३ ॥,निचृद्गायत्री,अग्निर्देवता,गोतम ऋषिः,यज॑। नः॒। मि॒त्रावरु॑णा। यज॑। दे॒वान्। ऋ॒तम्। बृ॒हत् ॥ अग्ने॑। यक्षि॑। स्वम्। दम॑म् ॥३ ॥,https://www.xn--j2b3a4c.com/yajurveda/33/3,2025-12-05T04:58:26.173876
33,4,यु॒क्ष्वा हि दे॑व॒हूत॑माँ॒२ऽअश्वाँ॑२ऽअग्ने र॒थीरि॑व। नि होता॑ पू॒र्व्यः स॑दः ॥४ ॥,निचृद्गायत्री,अग्निर्देवता,विश्वरूप ऋषिः,यु॒क्ष्व। हि। दे॒व॒हूत॑मा॒निति॑ देव॒ऽहूत॑मान्। अश्वा॑न्। अ॒ग्ने॒। र॒थीरि॒वेति॑ र॒थीःऽइ॑व ॥ नि। होता॑। पू॒र्व्यः। स॒दः॒ ॥४ ॥,https://www.xn--j2b3a4c.com/yajurveda/33/4,2025-12-05T04:58:28.060620
