Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
1134,स꣢ वा꣣यु꣡मिन्द्र꣢꣯म꣣श्वि꣡ना꣢ सा꣣कं꣡ मदे꣢꣯न गच्छति । र꣢णा꣣ यो꣡ अ꣢स्य꣣ ध꣡र्म꣢णा ॥११३४॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,सः । वा꣣यु꣢म् । इ꣡न्द्र꣢꣯म् । अ꣣श्वि꣡ना꣢ । सा꣣क꣢म् । म꣡दे꣢꣯न । ग꣣च्छति । र꣡ण꣢꣯ । यः । अ꣣स्य । ध꣡र्म꣢꣯णा ॥११३४॥,https://www.xn--j2b3a4c.com/samveda/1134,2025-12-06T09:26:25.335044
1135,आ꣢ मि꣣त्रे꣡ वरु꣢꣯णे꣣ भ꣢गे꣣ म꣡धोः꣢ पवन्त ऊ꣣र्म꣡यः꣢ । वि꣣दाना꣡ अ꣢स्य꣣ श꣡क्म꣢भिः ॥११३५॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,आ । मि꣣त्रे꣢ । मि꣣ । त्रे꣢ । व꣡रु꣢꣯णे । भ꣡गे꣢꣯ । म꣡धोः꣢꣯ । प꣣वन्ते । ऊर्म꣡यः꣢ । वि꣣दानाः꣢ । अ꣣स्य । श꣡क्म꣢꣯भिः ॥११३५॥,https://www.xn--j2b3a4c.com/samveda/1135,2025-12-06T09:26:27.541930
1150,य꣢ इ꣣द्ध꣢ आ꣣वि꣡वा꣢सति सु꣣म्न꣡मिन्द्र꣢꣯स्य꣣ म꣡र्त्यः꣢ । द्यु꣣म्ना꣡य꣢ सु꣣त꣡रा꣢ अ꣣पः꣢ ॥११५०॥,गायत्री,इन्द्राग्नी,भरद्वाजो बार्हस्पत्यः,यः । इ꣣द्धे꣢ । आ꣣वि꣢वा꣢सति । आ꣣ । वि꣡वा꣢꣯सति । सु꣣म्न꣢म् । इ꣡न्द्र꣢꣯स्य । म꣡र्त्यः꣢꣯ । द्यु꣣म्ना꣡य꣢ । सु꣣त꣡राः꣢ । सु꣣ । त꣡राः꣢꣯ । अ꣣पः꣢ ॥११५०॥,https://www.xn--j2b3a4c.com/samveda/1150,2025-12-06T09:26:36.081661
1160,प्र꣢ वा꣣꣬ज्य꣢꣯क्षाः स꣣ह꣡स्र꣢धारस्ति꣣रः꣢ प꣣वि꣢त्रं꣣ वि꣢꣫ वार꣣म꣡व्य꣢म् ॥११६०॥,द्विपदा विराट्,पवमानः सोमः,अग्नयो धिष्ण्या ऐश्वराः,प्र꣢ । वा꣣जी꣢ । अ꣣क्षारि꣡ति꣢ । स꣣ह꣡स्र꣢धारः । स꣣ह꣡स्र꣢ । धा꣣रः । तिरः꣢ । प꣣वि꣡त्र꣢म् । वि । वा꣡र꣢꣯म् । अ꣡व्य꣢꣯म् ॥११६०॥,https://www.xn--j2b3a4c.com/samveda/1160,2025-12-06T09:26:40.733880
1185,नृ꣣च꣡क्ष꣢सं त्वा व꣣य꣡मिन्द्र꣢꣯पीतꣳ स्व꣣र्वि꣡द꣢म् । भ꣣क्षीम꣡हि꣢ प्र꣣जा꣡मिष꣢꣯म् ॥११८५॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,नृच꣡क्ष꣢꣯सम् । नृ꣣ । च꣡क्ष꣢꣯सम् । त्वा꣣ । वय꣢म् । इ꣡न्द्र꣢꣯पीतम् । इ꣡न्द्र꣢꣯ । पी꣣तम् । स्वर्वि꣡द꣢म् । स्वः꣣ । वि꣡द꣢꣯म् । भ꣣क्षीम꣡हि꣢ । प्र꣣जा꣢म् । प्र꣣ । जा꣢म् । इ꣡ष꣢꣯म् ॥११८५॥,https://www.xn--j2b3a4c.com/samveda/1185,2025-12-06T09:26:48.934690
1197,अ꣣भि꣡ विप्रा꣢꣯ अनूषत꣣ गा꣡वो꣢ व꣣त्सं꣢꣫ न धे꣣न꣡वः꣢ । इ꣢न्द्र꣣ꣳ सो꣡म꣢स्य पी꣣त꣡ये꣢ ॥११९७॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,अ꣣भि꣢ । वि꣡प्राः꣢꣯ । वि । प्राः꣣ । अनूषत । गा꣡वः꣢꣯ । व꣣त्स꣢म् । न । धे꣣न꣡वः꣢ । इ꣡न्द्र꣢꣯म् । सो꣡म꣢꣯स्य । पी꣣त꣡ये꣢ ॥११९७॥,https://www.xn--j2b3a4c.com/samveda/1197,2025-12-06T09:26:53.102385
1211,पु꣡रः꣢ स꣣द्य꣢ इ꣣त्था꣡धि꣢ये꣣ दि꣡वो꣢दासाय꣣ श꣡म्ब꣢रम् । अ꣢ध꣣ त्यं꣢ तु꣣र्व꣢शं꣣ य꣡दु꣢म् ॥१२११॥,गायत्री,पवमानः सोमः,अहमीयुराङ्गिरसः,पु꣡रः꣢꣯ । स꣣द्यः꣢ । स꣣ । द्यः꣢ । इ꣣त्था꣡धि꣢ये । इ꣣त्था꣢ । धि꣣ये । दि꣡वो꣢꣯दासाय । दि꣡वः꣢꣯ । दा꣣साय । श꣡म्ब꣢꣯रम् । शम् । ब꣣रम् । अ꣡ध꣢꣯ । त्यम् । तु꣣र्व꣡श꣢म् । य꣡दु꣢꣯म् ॥१२११॥,https://www.xn--j2b3a4c.com/samveda/1211,2025-12-06T09:26:57.866426
1257,ए꣣ष꣡ विप्रै꣢꣯र꣣भि꣡ष्टु꣢तो꣣ऽपो꣢ दे꣣वो꣡ वि गा꣢हते । द꣢ध꣣द्र꣡त्ना꣢नि दा꣣शु꣡षे꣢ ॥१२५७॥,गायत्री,पवमानः सोमः,शुनःशेप आजीगर्तिः स देवरातः कृत्रिमो वैश्वामित्रः,ए꣣षः꣢ । वि꣡प्रैः꣢꣯ । वि । प्रैः꣣ । अभि꣡ष्टु꣢तः । अ꣣भि꣢ । स्तु꣣तः । अपः꣢ । दे꣣वः꣢ । वि । गा꣣हते । द꣡ध꣢꣯त् । र꣡त्ना꣢꣯नि । दा꣣शु꣡षे꣢ ॥१२५७॥,https://www.xn--j2b3a4c.com/samveda/1257,2025-12-06T09:27:02.302283
1261,ए꣣ष꣢ दे꣣वो꣢ वि꣣पा꣢ कृ꣣तो꣢ऽति꣣ ह्व꣡रा꣢ꣳसि धावति । प꣡व꣢मानो꣣ अ꣡दा꣢भ्यः ॥१२६१॥,गायत्री,पवमानः सोमः,शुनःशेप आजीगर्तिः स देवरातः कृत्रिमो वैश्वामित्रः,एषः꣢ । दे꣣वः꣢ । वि꣣पा꣢ । कृ꣣तः꣢ । अ꣡ति꣢꣯ । ह्व꣡रा꣢꣯ꣳसि । धा꣣वति । प꣡व꣢꣯मानः । अ꣡दा꣢꣯भ्यः । अ । दा꣣भ्यः ॥१२६१॥,https://www.xn--j2b3a4c.com/samveda/1261,2025-12-06T09:27:06.231878
1279,ए꣣तं꣢꣫ त्यꣳ ह꣣रि꣢तो꣣ द꣡श꣢ मर्मृ꣣ज्य꣡न्ते꣢ अप꣣स्यु꣡वः꣢ । या꣢भि꣣र्म꣡दा꣢य꣣ शु꣡म्भ꣢ते ॥१२७९॥,गायत्री,पवमानः सोमः,राहूगण आङ्गिरसः,ए꣣त꣢म् । त्यम् । ह꣣रि꣡तः꣢ । द꣡श꣢꣯ । म꣣र्मृज्य꣡न्ते꣢ । अ꣣पस्यु꣡वः꣢ । या꣡भिः꣢꣯ । म꣡दा꣢꣯य । शु꣡म्भ꣢꣯ते ॥१२७९॥,https://www.xn--j2b3a4c.com/samveda/1279,2025-12-06T09:27:09.611675
1282,ए꣣ष꣢ दे꣣वः꣡ शु꣢भाय꣣ते꣢ऽधि꣣ यो꣢ना꣣व꣡म꣢र्त्यः । वृ꣣त्रहा꣡ दे꣢व꣣वी꣡त꣢मः ॥१२८२॥,गायत्री,पवमानः सोमः,प्रियमेध आङ्गिरसः,ए꣣षः꣢ । दे꣣वः꣢ । शु꣣भायते । अ꣡धि꣢꣯ । यो꣡नौ꣢꣯ । अ꣡म꣢꣯र्त्यः । अ । म꣣र्त्यः । वृत्रहा꣢ । वृ꣣त्र । हा꣢ । दे꣣ववी꣡त꣢मः । दे꣣व । वी꣡त꣢꣯मः ॥१२८२॥,https://www.xn--j2b3a4c.com/samveda/1282,2025-12-06T09:27:12.841208
1337,अ꣡र्षा꣢ नः सोम꣣ शं꣡ गवे꣢꣯ धु꣣क्ष꣡स्व꣢ पि꣣प्यु꣢षी꣣मि꣡ष꣢म् । व꣡र्धा꣢ स꣣मु꣡द्र꣢मुक्थ्य ॥१३३७॥,गायत्री,पवमानः सोमः,अहमीयुराङ्गिरसः,अ꣡र्ष꣢꣯ । नः꣣ । सोम । श꣢म् । ग꣡वे꣢꣯ । धु꣣क्ष꣡स्व꣢ । पि꣣प्यु꣡षी꣢म् । इ꣡ष꣢꣯म् । व꣡र्ध꣢꣯ । स꣡मुद्र꣢म् । स꣣म् । उ꣢द्रम् । उ꣣क्थ्य ॥१३३७॥,https://www.xn--j2b3a4c.com/samveda/1337,2025-12-06T09:27:19.112610
1358,स꣡ पु꣢ना꣣न꣢꣫ उप꣣ सू꣢रे꣣ द꣡धा꣢न꣣ ओ꣡भे अ꣢꣯प्रा꣣ रो꣡द꣢सी꣣ वी꣡ ष आ꣢꣯वः । प्रि꣣या꣢ चि꣣द्य꣡स्य꣢ प्रिय꣣सा꣡स꣢ ऊ꣣ती꣢ स꣣तो꣡ धनं꣢꣯ का꣣रि꣢णे꣣ न꣡ प्र य꣢꣯ꣳसत् ॥१३५८॥,त्रिष्टुप्,पवमानः सोमः,पराशरः शाक्त्यः,सः । पु꣣नानः꣢ । उ꣡प꣢꣯ । सू꣡रे꣢꣯ । द꣡धा꣢꣯नः । आ । उ꣣भे꣡इति꣢ । अ꣣प्राः । रो꣡दसी꣣इ꣡ति꣢ । वि । सः । आ꣣वरि꣡ति꣢ । प्रि꣣या꣢ । चि꣣त् । य꣡स्य꣢꣯ । प्रि꣣यसा꣡सः꣢ । ऊ꣣ती꣢ । स꣣तः꣢ । ध꣡न꣢꣯म् । का꣣रि꣡णे꣢ । न । प्र । य꣣ꣳसत् ॥१३५८॥,https://www.xn--j2b3a4c.com/samveda/1358,2025-12-06T09:27:25.780619
1359,स꣡ व꣢र्धि꣣ता꣡ वर्ध꣢꣯नः पू꣣य꣡मा꣢नः꣣ सो꣡मो꣢ मी꣣ढ्वा꣢ꣳ अ꣣भि꣢ नो꣣ ज्यो꣡ति꣢षावीत् । य꣡त्र꣢ नः꣣ पू꣡र्वे꣢ पि꣣त꣡रः꣢ पद꣣ज्ञाः꣢ स्व꣣र्वि꣡दो꣢ अ꣣भि꣡ गा अद्रि꣢꣯मि꣣ष्ण꣢न् ॥१३५९॥,त्रिष्टुप्,पवमानः सोमः,पराशरः शाक्त्यः,सः꣢ । व꣣र्धिता꣢ । व꣡र्ध꣢꣯नः । पू꣣य꣡मा꣢नः । सो꣡मः꣢꣯ । मी꣣ढ्वा꣢न् । अ꣣भि꣢ । नः꣣ । ज्यो꣡ति꣢꣯षा । आ꣣वीत् । य꣡त्र꣢꣯ । नः꣢ । पू꣡र्वे꣢꣯ । पि꣣त꣡रः꣢ । प꣣दज्ञाः꣢ । प꣣द । ज्ञाः꣢ । स्व꣣र्वि꣡दः꣢ । स्वः꣣ । वि꣡दः꣢꣯ । अ꣣भि꣢ । गाः । अ꣡द्रि꣢꣯म् । अ । द्रि꣣म् । इष्ण꣢न् ॥१३५९॥,https://www.xn--j2b3a4c.com/samveda/1359,2025-12-06T09:27:28.564306
1385,उ꣡द꣢ग्ने भारत द्यु꣣म꣡दज꣢꣯स्रेण꣣ द꣡वि꣢द्युतत् । शो꣢चा꣣ वि꣡ भा꣣ह्यजर ॥१३८५॥,गायत्री,अग्निः,भरद्वाजो बार्हस्पत्यः,उ꣢त् । अ꣣ग्ने । भारत । द्युम꣢त् । अ꣡ज꣢꣯स्रेण । अ । ज꣣स्रेण । द꣡वि꣢꣯द्युतत् । शो꣡च꣢꣯ । वि । भा꣣हि । अजर । अ । जर ॥१३८५॥,https://www.xn--j2b3a4c.com/samveda/1385,2025-12-06T09:27:33.189748
1388,स꣢ वी꣣रो꣡ द꣢क्ष꣣सा꣡ध꣢नो꣣ वि꣢꣫ यस्त꣣स्त꣢म्भ꣣ रो꣡द꣢सी । ह꣡रिः꣢ प꣣वि꣡त्रे꣢ अव्यत वे꣣धा꣡ न योनि꣢꣯मा꣣स꣡द꣢म् ॥१३८८॥,अनुष्टुप्,पवमानः सोमः,प्रजापतिर्वैश्वामित्रो वाच्यो वा,सः । वी꣣रः꣢ । द꣣क्षसा꣡ध꣢नः । द꣣क्ष । सा꣡ध꣢꣯नः । वि । यः । त꣣स्त꣡म्भ꣢ । रो꣡द꣢꣯सी꣣इ꣡ति꣢ । ह꣡रिः꣢꣯ । प꣣वि꣡त्रे꣢ । अ꣣व्यत । वेधाः꣢ । न । यो꣡नि꣢꣯म् । आ꣣स꣡द꣢म् । आ꣣ । स꣡द꣢꣯म् ॥१३८८॥,https://www.xn--j2b3a4c.com/samveda/1388,2025-12-06T09:27:36.158199
1395,स꣣ह꣡स्र꣢धारं वृष꣣भं꣡ प꣢यो꣣दु꣡हं꣢ प्रि꣣यं꣢ दे꣣वा꣢य꣣ ज꣡न्म꣢ने । ऋ꣣ते꣢न꣣ य꣢ ऋ꣣त꣡जा꣢तो विवावृ꣣धे꣡ राजा꣢꣯ दे꣣व꣢ ऋ꣣तं꣢ बृ꣣ह꣢त् ॥१३९५॥,"काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती)",पवमानः सोमः,ऊर्ध्वसद्मा आङ्गिरसः,स꣣ह꣡स्र꣢धारम् । स꣣ह꣡स्र꣢ । धा꣣रम् । वृषभ꣢म् । प꣣योदु꣡ह꣢म् । प꣣यः । दु꣡ह꣢꣯म् । प्रि꣣य꣢म् । दे꣣वा꣡य꣢ । ज꣡न्म꣢꣯ने । ऋ꣣ते꣡न꣢ । यः । ऋ꣣त꣡जा꣢तः । ऋ꣣त꣢ । जा꣣तः । विवावृधे꣢ । वि꣣ । वावृधे꣢ । रा꣡जा꣢꣯ । दे꣣वः꣢ । ऋ꣣त꣢म् । बृ꣡ह꣢त् ॥१३९५॥,https://www.xn--j2b3a4c.com/samveda/1395,2025-12-06T09:27:39.388458
1404,इ꣡न्द्र꣢ शु꣣द्धो꣡ हि नो꣢꣯ र꣣यि꣢ꣳ शु꣣द्धो꣡ रत्ना꣢꣯नि दा꣣शु꣡षे꣢ । शु꣣द्धो꣢ वृ꣣त्रा꣡णि꣢ जिघ्नसे शु꣣द्धो꣡ वाज꣢꣯ꣳ सिषाससि ॥१४०४॥,अनुष्टुप्,इन्द्रः,तिरश्चीराङ्गिरसः,इ꣡न्द्र꣢꣯ । शुद्धः । हि । नः꣣ । रयि꣢म् । शु꣣द्धः꣢ । र꣡त्ना꣢꣯नि । दा꣣शु꣡षे꣢ । शु꣣द्धः꣢ । वृ꣣त्रा꣡णि꣢ । जि꣣घ्नसे । शुद्धः꣢ । वा꣡ज꣢꣯म् । सि꣣षाससि ॥१४०४॥,https://www.xn--j2b3a4c.com/samveda/1404,2025-12-06T09:27:46.393339
1405,अ꣣ग्ने꣡ स्तोमं꣢꣯ मनामहे सि꣣ध्र꣢म꣣द्य꣡ दि꣢वि꣣स्पृ꣡शः꣢ । दे꣣व꣡स्य꣢ द्रविण꣣स्य꣡वः꣢ ॥१४०५॥,गायत्री,अग्निः,सुतंभर आत्रेयः,अ꣣ग्नेः꣢ । स्तो꣡म꣢꣯म् । म꣣नामहे । सिध्र꣢म् । अ꣣द्य꣢ । अ꣣ । द्य꣢ । दि꣣विस्पृ꣡शः꣢ । दि꣣वि । स्पृ꣡शः꣢꣯ । दे꣣व꣡स्य꣢ । द्र꣣विणस्य꣡वः꣢ ॥१४०५॥,https://www.xn--j2b3a4c.com/samveda/1405,2025-12-06T09:27:48.752149
1420,उ꣣त꣡ प्र पि꣢꣯प्य꣣ ऊ꣢ध꣣र꣡घ्न्या꣢या꣣ इ꣢न्दु꣣र्धा꣡रा꣢भिः सचते सुमे꣣धाः꣢ । मू꣣र्धा꣢नं꣣ गा꣢वः꣣ प꣡य꣢सा च꣣मू꣢ष्व꣣भि꣡ श्री꣢णन्ति꣣ व꣡सु꣢भि꣣र्न꣢ नि꣣क्तैः꣢ ॥१४२०॥,त्रिष्टुप्,पवमानः सोमः,नोधा गौतमः,उ꣣त꣢ । प्र । पि꣣प्ये । ऊ꣡धः꣢꣯ । अ꣡घ्न्या꣢꣯याः । अ । घ्न्या꣣याः । इ꣡न्दुः꣢꣯ । धा꣡रा꣢꣯भिः । स꣣चते । सुमेधाः꣢ । सु꣣ । मेधाः꣢ । मू꣣र्धा꣡न꣢म् । गा꣡वः꣢꣯ । प꣡य꣢꣯सा । च꣣मू꣡षु꣢ । अ꣣भि꣡ । श्री꣡णन्ति । व꣡सु꣢꣯भिः । न । नि꣣क्तैः꣢ ॥१४२०॥,https://www.xn--j2b3a4c.com/samveda/1420,2025-12-06T09:27:52.224800
1440,प्र꣡त्य꣢स्मै꣣ पि꣡पी꣢षते꣣ वि꣡श्वा꣢नि वि꣣दु꣡षे꣢ भर । अ꣣रङ्गमा꣢य꣣ ज꣢ग्म꣣ये꣡ऽप꣢श्चादध्वने꣣ न꣡रः꣢ ॥१४४०॥,अनुष्टुप्,इन्द्रः,भरद्वाजो बार्हस्पत्यः,प्र꣡ति꣢꣯ । अ꣣स्मै । पि꣡पी꣢꣯षते । वि꣡श्वा꣢꣯नि । वि꣣दु꣡षे꣢ । भ꣣र । अरङ्गमा꣡य꣢ । अ꣣रम् । ग꣡मा꣢य । ज꣡ग्म꣢꣯ये । अ꣡प꣢꣯श्चादध्वने । अ꣡प꣢꣯श्चा । द꣣ध्वने । न꣡रः꣢꣯ ॥१४४०॥,https://www.xn--j2b3a4c.com/samveda/1440,2025-12-06T09:27:55.232443
1448,इ꣡न्द्रा꣢य सोम꣣ पा꣡त꣢वे꣣ म꣡दा꣢य꣣ प꣡रि꣢ षिच्यसे । म꣣नश्चि꣡न्मन꣢꣯स꣣स्प꣡तिः꣢ ॥१४४८॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,इ꣡न्द्रा꣢꣯य । सो꣡म । पा꣡त꣢꣯वे । म꣡दा꣢꣯य । प꣡रि꣢꣯ । सि꣣च्यसे । मनश्चि꣢त् । म꣣नः । चि꣢त् । म꣡न꣢꣯सः । प꣡तिः꣢꣯ ॥१४४८॥,https://www.xn--j2b3a4c.com/samveda/1448,2025-12-06T09:27:58.273408
1449,प꣡व꣢मान सु꣣वी꣡र्य꣢ꣳ र꣣यि꣡ꣳ सो꣢म रिरीहि णः । इ꣢न्द꣣वि꣡न्द्रे꣢ण नो यु꣣जा꣢ ॥१४४९॥,गायत्री,पवमानः सोमः,असितः काश्यपो देवलो वा,प꣡व꣢꣯मान । सु꣣वी꣡र्य꣢म् । सु꣣ । वी꣡र्य꣢꣯म् । र꣣यि꣢म् । सो꣣म । रिरीहि । नः । इ꣡न्दो꣢꣯ । इ꣡न्द्रे꣢꣯ण । नः꣣ । युजा꣢ ॥१४४९॥,https://www.xn--j2b3a4c.com/samveda/1449,2025-12-06T09:28:00.753524
1455,इ꣣द꣢꣫ꣳ श्रेष्ठं꣣ ज्यो꣡ति꣢षां꣣ ज्यो꣡ति꣢रुत्त꣣मं꣡ वि꣢श्व꣣जि꣡द्ध꣢न꣣जि꣡दु꣢च्यते बृ꣣ह꣢त् । वि꣣श्वभ्रा꣢ड् भ्रा꣣जो꣢꣫ महि꣣ सू꣡र्यो꣢ दृ꣣श꣢ उ꣣रु꣡ प꣢प्रथे꣣ स꣢ह꣣ ओ꣢जो꣣ अ꣡च्यु꣢तम् ॥१४५५,जगती,सूर्यः,विभ्राट् सौर्यः,इद꣣म्꣢ । श्रे꣡ष्ठ꣢꣯म् । ज्यो꣡ति꣢꣯षाम् । ज्यो꣡तिः꣢꣯ । उ꣣त्तम꣢म् । वि꣣श्वजि꣢त् । वि꣣श्व । जि꣢त् । ध꣣नजि꣢त् । ध꣣न । जि꣢त् । उ꣣च्यते । बृह꣢त् । वि꣣श्वभ्रा꣢ट् । वि꣣श्व । भ्रा꣢ट् । भ्रा꣣जः꣢ । म꣡हि꣢꣯ । सू꣡र्यः꣢꣯ । दृ꣣शे꣢ । उ꣣रु꣢ । प꣣प्रथे । स꣡हः꣢꣯ । ओ꣡जः꣢꣯ । अ꣡च्यु꣢꣯तम् । अ । च्यु꣣तम् ॥१४५५॥,https://www.xn--j2b3a4c.com/samveda/1455,2025-12-06T09:28:05.789196
1456,इ꣡न्द्र꣣ क्र꣡तुं꣢ न꣣ आ꣡ भ꣢र पि꣣ता꣢ पु꣣त्रे꣢भ्यो꣣ य꣡था꣢ । शि꣡क्षा꣢ णो अ꣣स्मि꣡न्पु꣢रुहूत꣣ या꣡म꣢नि जी꣣वा꣡ ज्योति꣢꣯रशीमहि ॥१४५६॥,"बार्हतः प्रगाथः (विषमा बृहती, समा सतोबृहती)",इन्द्रः,वसिष्ठो मैत्रावरुणिः,इ꣡न्द्र꣢꣯ । क्र꣡तु꣢꣯म् । नः꣣ । आ꣢ । भ꣣र । पिता꣢ । पु꣣त्रे꣡भ्यः꣢ । पु꣣त् । त्रे꣡भ्यः꣢꣯ । य꣡था꣢꣯ । शि꣡क्ष꣢꣯ । नः꣣ । अस्मि꣢न् । पु꣣रुहूत । पुरु । हूत । या꣡म꣢꣯नि । जी꣣वाः꣢ । ज्यो꣡तिः꣢꣯ । अ꣣शीमहि ॥१४५६॥,https://www.xn--j2b3a4c.com/samveda/1456,2025-12-06T09:28:12.139792
1458,अ꣣द्या꣢द्या꣣ श्वः꣢श्व꣣ इ꣢न्द्र꣣ त्रा꣡स्व꣢ प꣣रे꣡ च꣢ नः । वि꣡श्वा꣢ च नो जरि꣣तॄ꣡न्त्स꣢त्पते꣣ अ꣢हा꣣ दि꣣वा꣢ न꣡क्तं꣢ च रक्षिषः ॥१४५८॥,"बार्हतः प्रगाथः (विषमा बृहती, समा सतोबृहती)",इन्द्रः,भर्गः प्रागाथः,अ꣣द्या꣡द्या꣢ । अ꣣द्य꣢ । अ꣣द्य । श्वः꣡श्वः꣢꣯ । श्वः । श्वः꣣ । इ꣡न्द्र꣢꣯ । त्रा꣡स्व꣢꣯ । प꣣रे꣢ । च꣣ । नः । वि꣡श्वा꣢꣯ । च꣣ । नः । जरितॄ꣢न् । स꣣त्पते । सत् । पते । अ꣡हा꣢꣯ । अ । हा꣣ । दि꣡वा꣢꣯ । न꣡क्त꣢꣯म् । च꣣ । रक्षिषः ॥१४५८॥,https://www.xn--j2b3a4c.com/samveda/1458,2025-12-06T09:28:15.897492
1464,अ꣢ग्न꣣ आ꣡यू꣢ꣳषि पवस꣣ आ꣢ सु꣣वो꣢र्ज꣣मि꣡षं꣢ च नः । आ꣣रे꣡ बा꣢धस्व दु꣣च्छु꣡ना꣢म् ॥१४६४॥,गायत्री,अग्निः,शतं वैखानसाः,अ꣡ग्ने꣢꣯ । आ꣡यू꣢꣯ꣳषि । प꣣वसे । आ꣢ । सु꣣व । ऊ꣡र्ज꣢꣯म् । इ꣡ष꣢꣯म् । च꣣ । नः । आरे꣢ । बा꣣धस्व । दुच्छुना꣡म्꣢ ॥१४६४॥,https://www.xn--j2b3a4c.com/samveda/1464,2025-12-06T09:28:18.609248
1471,अ꣣य꣡ꣳ सोम꣢꣯ इन्द्र꣣ तु꣡भ्य꣢ꣳ सुन्वे꣣ तु꣡भ्यं꣢ पवते꣣ त्व꣡म꣢स्य पाहि । त्व꣢ꣳ ह꣣ यं꣡ च꣢कृ꣣षे꣡ त्वं व꣢꣯वृ꣣ष꣢꣫ इन्दुं꣣ म꣡दा꣢य꣣ यु꣡ज्या꣢य꣣ सो꣡म꣢म् ॥१४७१॥,त्रिष्टुप्,पवमानः सोमः,उशनाः काव्यः,अ꣡य꣢म् । सो꣡मः꣢꣯ । इ꣣न्द्र । तु꣡भ्य꣢꣯म् । सु꣣न्वे । तु꣡भ्य꣢꣯म् । सु꣣न्वे । तु꣡भ्य꣢꣯म् । प꣣वते । त्व꣢म् । अ꣣स्य । पाहि । त्व꣢म् । ह꣣ । य꣢म् । च꣣कृ꣢षे । त्वम् । ववृ꣣षे꣢ । इ꣡न्दु꣢꣯म् । म꣡दा꣢꣯य । यु꣡ज्या꣢꣯य । सो꣡म꣢꣯म् ॥१४७१॥,https://www.xn--j2b3a4c.com/samveda/1471,2025-12-06T09:28:22.385734
1476,वे꣢त्था꣣ हि꣡ वे꣢धो꣣ अ꣡ध्व꣢नः प꣣थ꣡श्च꣢ दे꣣वा꣡ञ्ज꣢सा । अ꣡ग्ने꣢ य꣣ज्ञे꣡षु꣢ सुक्रतो ॥१४७६॥,गायत्री,अग्निः,भरद्वाजो बार्हस्पत्यः,वे꣡त्थ꣢꣯ । हि । वे꣣धः । अ꣡ध्व꣢꣯नः । प꣣थः꣢ । च꣣ । देव । अ꣡ञ्ज꣢꣯सा । अ꣡ग्ने꣢꣯ । य꣣ज्ञे꣡षु꣢ । सु꣣क्रतो । सु । क्रतो ॥१४७६॥,https://www.xn--j2b3a4c.com/samveda/1476,2025-12-06T09:28:26.692231
1504,प्र꣡ स विश्वे꣢꣯भिर꣣ग्नि꣡भि꣢र꣣ग्निः꣡ स यस्य꣢꣯ वा꣣जि꣡नः꣢ । त꣡न꣢ये तो꣣के꣢ अ꣣स्म꣢꣫दा स꣣म्य꣢꣫ङ्वाजैः꣢ प꣡री꣢वृतः ॥१५०४,अनुष्टुप्,विश्वे देवाः,अग्निस्तापसः,प्र । सः । वि꣡श्वे꣢꣯भिः । अ꣣ग्नि꣡भिः꣢ । अ꣣ग्निः꣢ । सः । य꣡स्य꣢꣯ । वा꣣जि꣡नः꣢ । त꣡नये꣢꣯ । तो꣣के꣢ । अ꣣स्म꣢त् । आ । स꣣म्य꣢ङ् । वा꣡जैः꣢꣯ । प꣡री꣢꣯वृतः । प꣡रि꣢꣯ । वृ꣣तः ॥१५०४॥,https://www.xn--j2b3a4c.com/samveda/1504,2025-12-06T09:28:31.550286
1514,त꣡ꣳ होता꣢꣯रमध्व꣣र꣢स्य꣣ प्र꣡चे꣢तसं꣣ व꣡ह्निं꣢ दे꣣वा꣡ अ꣢कृण्वत । द꣡धा꣢ति꣣ र꣡त्नं꣢ विध꣣ते꣢ सु꣣वी꣡र्य꣢म꣣ग्नि꣡र्जना꣢꣯य दा꣣शु꣡षे꣢ ॥१५१४॥,"बार्हतः प्रगाथः (विषमा बृहती, समा सतोबृहती)",अग्निः,वसिष्ठो मैत्रावरुणिः,त꣢म् । हो꣡ता꣢꣯रम् । अ꣣ध्वर꣡स्य꣢ । प्र꣡चे꣢꣯तसम् । प्र । चे꣣तसम् । व꣡ह्नि꣢꣯म् । दे꣣वाः꣢ । अ꣣कृण्वत । द꣡धा꣢꣯ति । र꣡त्न꣢꣯म् । वि꣣धते꣢ । सु꣣वी꣡र्य꣢म् । सु꣣ । वी꣡र्य꣢꣯म् । अ꣣ग्निः꣢ । ज꣡ना꣢꣯य । दा꣣शु꣡षे꣢ ॥१५१४॥,https://www.xn--j2b3a4c.com/samveda/1514,2025-12-06T09:28:35.942975
